order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales_amount,quantity,discount,profit
2327,CA-2015-105102,2015-09-15,2015-09-19,Second Class,BM-11575,FUR-BO-10004709,46.384,1,0.2,1.1596
2328,CA-2015-105102,2015-09-15,2015-09-19,Second Class,BM-11575,OFF-PA-10002365,12.96,2,0,6.2208
2330,US-2015-147739,2015-12-25,2015-12-29,Standard Class,JD-16150,FUR-FU-10001468,547.136,4,0.2,-68.392
2342,US-2014-143231,2014-12-31,2015-01-03,First Class,GM-14455,FUR-FU-10002501,63.2,5,0,23.384
2343,US-2014-143231,2014-12-31,2015-01-03,First Class,GM-14455,TEC-AC-10000358,113.97,3,0,27.3528
2354,CA-2015-111514,2015-08-31,2015-09-02,First Class,SC-20260,FUR-BO-10002545,1552.831,7,0.15,200.9546
2355,CA-2015-111514,2015-08-31,2015-09-02,First Class,SC-20260,OFF-BI-10002735,137.24,5,0.2,46.3185
2356,CA-2015-111514,2015-08-31,2015-09-02,First Class,SC-20260,TEC-AC-10004864,36.51,1,0,15.6993
2357,CA-2015-111514,2015-08-31,2015-09-02,First Class,SC-20260,TEC-MA-10000597,239.976,3,0.2,80.9919
2379,CA-2015-148628,2015-12-06,2015-12-11,Standard Class,KM-16375,OFF-PA-10003883,32.75,5,0,15.065
2388,CA-2015-145065,2015-12-12,2015-12-15,First Class,DK-13375,OFF-FA-10001229,7.86,2,0,3.6156
2389,CA-2015-145065,2015-12-12,2015-12-15,First Class,DK-13375,OFF-BI-10002437,24.448,2,0.2,8.8624
2390,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,OFF-PA-10004255,6.48,1,0,3.1104
2391,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,OFF-PA-10001184,41.86,7,0,20.5114
2392,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,TEC-AC-10002637,1619.91,9,0,97.1946
2393,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,FUR-FU-10002878,113.92,4,0,42.1504
2395,CA-2015-137897,2015-11-14,2015-11-19,Standard Class,PJ-18835,TEC-AC-10002217,37.6,2,0,2.256
2396,CA-2015-137897,2015-11-14,2015-11-19,Standard Class,PJ-18835,TEC-AC-10001267,59.9,2,0,23.96
2397,CA-2015-137897,2015-11-14,2015-11-19,Standard Class,PJ-18835,OFF-PA-10004041,37,5,0,16.65
2412,CA-2015-142041,2015-06-07,2015-06-09,Second Class,EM-13810,OFF-BI-10004187,7.52,5,0.2,2.632
2416,CA-2015-146087,2015-07-06,2015-07-11,Standard Class,PP-18955,FUR-BO-10002824,301.96,2,0,60.392
2435,CA-2015-154746,2015-11-14,2015-11-17,First Class,PJ-18835,OFF-EN-10001532,33.96,2,0,16.98
2436,CA-2015-154746,2015-11-14,2015-11-17,First Class,PJ-18835,OFF-AP-10003057,826.11,3,0,322.1829
2447,CA-2015-100573,2015-09-25,2015-10-01,Standard Class,AM-10705,OFF-EN-10000461,17.48,2,0,8.2156
2449,CA-2015-128027,2015-09-14,2015-09-17,Second Class,CM-12385,OFF-ST-10001809,269.49,3,0,5.3898
2461,CA-2015-142419,2015-07-11,2015-07-13,Second Class,SC-20380,OFF-PA-10001763,29.97,3,0,13.4865
2462,CA-2015-142419,2015-07-11,2015-07-13,Second Class,SC-20380,OFF-BI-10001597,98.352,3,0.2,34.4232
2487,CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,OFF-ST-10001837,85.52,2,0,22.2352
2488,CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,OFF-AR-10001473,9.84,3,0,2.6568
2489,CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,OFF-PA-10004285,20.04,3,0,9.6192
2490,CA-2015-141040,2015-10-09,2015-10-13,Second Class,TB-21250,TEC-PH-10001835,631.96,4,0,303.3408
2491,CA-2015-141040,2015-10-09,2015-10-13,Second Class,TB-21250,OFF-PA-10002245,23.92,4,0,10.764
2497,CA-2015-122371,2015-09-26,2015-10-01,Standard Class,BS-11800,OFF-ST-10002370,64.17,3,0,18.6093
2498,CA-2015-122371,2015-09-26,2015-10-01,Standard Class,BS-11800,OFF-EN-10000056,124.46,2,0,58.4962
2508,CA-2015-120397,2015-07-02,2015-07-02,Same Day,RB-19435,OFF-AP-10001293,32.784,4,0.8,-85.2384
2512,CA-2015-102722,2015-04-18,2015-04-19,First Class,KW-16570,TEC-AC-10003116,106.5,6,0,41.535
2525,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,OFF-AR-10004078,42.048,9,0.2,5.256
2526,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,TEC-AC-10002550,25.488,2,0.2,4.4604
2527,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,OFF-BI-10004965,6.9,3,0.8,-12.075
2528,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,OFF-BI-10004209,9.648,6,0.8,-16.884
2529,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,OFF-PA-10001526,7.968,2,0.2,2.8884
2536,CA-2015-143238,2015-09-06,2015-09-08,First Class,LO-17170,TEC-AC-10003499,46.32,4,0,18.0648
2537,CA-2015-168746,2015-01-27,2015-01-29,Second Class,SV-20365,FUR-CH-10000513,181.986,2,0.3,-54.5958
2538,CA-2015-168746,2015-01-27,2015-01-29,Second Class,SV-20365,TEC-PH-10000895,431.976,4,0.4,-100.7944
2539,CA-2015-168746,2015-01-27,2015-01-29,Second Class,SV-20365,TEC-PH-10002555,155.37,1,0.4,-36.253
2540,CA-2015-113404,2015-07-16,2015-07-16,Same Day,EM-13810,FUR-CH-10003312,1348.704,6,0.2,-219.1644
2541,CA-2015-113404,2015-07-16,2015-07-16,Same Day,EM-13810,FUR-CH-10004086,700.152,3,0.2,78.7671
2548,US-2015-128090,2015-08-16,2015-08-22,Standard Class,JM-15865,OFF-AR-10002255,2.304,1,0.2,0.2592
2549,US-2015-128090,2015-08-16,2015-08-22,Standard Class,JM-15865,TEC-PH-10002624,1879.96,5,0.2,211.4955
2550,US-2015-128090,2015-08-16,2015-08-22,Standard Class,JM-15865,OFF-PA-10001878,313.024,8,0.2,105.6456
2551,US-2015-128090,2015-08-16,2015-08-22,Standard Class,JM-15865,OFF-LA-10000452,5.04,2,0.2,1.764
2556,CA-2015-111458,2015-09-26,2015-09-30,Standard Class,PF-19165,TEC-AC-10001590,50,2,0,12
2558,US-2015-112508,2015-03-24,2015-03-30,Standard Class,BP-11185,OFF-AP-10002287,6.992,2,0.2,0.5244
2559,CA-2015-147788,2015-05-31,2015-06-04,Standard Class,TM-21010,FUR-BO-10004357,1406.86,7,0,140.686
2560,CA-2015-147788,2015-05-31,2015-06-04,Standard Class,TM-21010,OFF-LA-10003766,15.75,5,0,7.56
2561,CA-2015-147788,2015-05-31,2015-06-04,Standard Class,TM-21010,OFF-ST-10000046,323.1,2,0,61.389
2562,CA-2015-144288,2015-12-25,2015-12-31,Standard Class,MB-17305,OFF-LA-10003190,9.216,4,0.2,3.3408
2563,CA-2015-144288,2015-12-25,2015-12-31,Standard Class,MB-17305,OFF-PA-10002787,10.368,2,0.2,3.6288
2564,CA-2015-110632,2015-03-17,2015-03-22,Second Class,HR-14830,TEC-AC-10000387,15.02,1,0,2.7036
2565,CA-2015-110632,2015-03-17,2015-03-22,Second Class,HR-14830,OFF-ST-10001291,33.82,2,0,9.1314
2586,CA-2015-121041,2015-11-03,2015-11-10,Standard Class,CS-12250,OFF-EN-10001137,6.608,2,0.2,2.1476
2631,CA-2015-168186,2015-09-10,2015-09-15,Standard Class,AB-10150,OFF-PA-10000477,14.94,3,0,7.0218
2635,CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,FUR-FU-10003829,4.928,2,0.2,0.7392
2636,CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,OFF-BI-10004728,7.23,5,0.7,-5.784
2637,CA-2015-162369,2015-08-15,2015-08-19,Standard Class,TT-21265,OFF-ST-10000046,323.1,2,0,61.389
2642,CA-2015-169740,2015-02-20,2015-02-25,Standard Class,LM-17065,TEC-AC-10000927,29.99,1,0,2.999
2660,CA-2015-135538,2015-12-24,2015-12-28,Standard Class,HR-14830,FUR-CH-10004287,883.84,4,0.2,99.432
2669,US-2015-139759,2015-08-25,2015-08-30,Standard Class,NL-18310,FUR-CH-10002774,40.784,1,0.2,4.5882
2670,US-2015-139759,2015-08-25,2015-08-30,Standard Class,NL-18310,OFF-AP-10002765,105.96,4,0,29.6688
2689,CA-2015-153220,2015-11-12,2015-11-14,First Class,YC-21895,OFF-PA-10003016,15.7,5,0,7.065
2709,CA-2015-121797,2015-01-30,2015-02-06,Standard Class,CC-12145,FUR-FU-10001876,227.36,7,0,81.8496
2710,CA-2015-121797,2015-01-30,2015-02-06,Standard Class,CC-12145,TEC-MA-10000488,1919.976,3,0.2,215.9973
2711,US-2015-120572,2015-12-11,2015-12-15,Standard Class,GH-14425,OFF-BI-10001098,12.828,2,0.7,-8.9796
2715,CA-2015-103723,2015-12-01,2015-12-06,Standard Class,BT-11305,OFF-AR-10003251,13.9,5,0,5.56
2735,CA-2015-129770,2015-02-21,2015-02-23,Second Class,JE-15715,OFF-PA-10000249,49.12,4,0,23.0864
2736,CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,TEC-PH-10003691,377.97,3,0,94.4925
2737,CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,OFF-PA-10001560,42.28,7,0,19.8716
2738,CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,FUR-BO-10004467,299.97,3,0,56.9943
2739,CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,TEC-PH-10001819,89.98,2,0,43.1904
2744,CA-2015-140144,2015-06-20,2015-06-25,Second Class,SC-20770,FUR-FU-10002253,257.64,6,0,100.4796
2745,CA-2015-140144,2015-06-20,2015-06-25,Second Class,SC-20770,TEC-PH-10002726,125.976,3,0.2,47.241
2748,US-2015-165449,2015-11-22,2015-11-26,Standard Class,AP-10720,TEC-AC-10004127,27.168,4,0.2,-1.3584
2749,CA-2015-110247,2015-12-04,2015-12-08,Standard Class,RH-19555,OFF-BI-10001553,8.226,3,0.7,-6.0324
2753,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,OFF-AR-10003251,5.56,2,0,2.224
2754,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,TEC-AC-10003174,323.37,3,0,129.348
2755,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,TEC-PH-10002310,783.96,5,0.2,68.5965
2756,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,OFF-AP-10002651,1447.65,5,0,419.8185
2757,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,OFF-PA-10001184,11.96,2,0,5.8604
2769,US-2015-122140,2015-04-02,2015-04-07,Standard Class,MO-17950,OFF-AP-10001242,32.192,2,0.8,-80.48
2770,US-2015-122140,2015-04-02,2015-04-07,Standard Class,MO-17950,TEC-AC-10003038,50.12,7,0.2,-0.6265
2771,US-2015-122140,2015-04-02,2015-04-07,Standard Class,MO-17950,TEC-AC-10003289,47.976,3,0.2,1.7991
2777,CA-2015-127019,2015-12-21,2015-12-25,Standard Class,ER-13855,OFF-AP-10003971,60.984,7,0.2,4.5738
2778,CA-2015-138534,2015-07-17,2015-07-19,Second Class,JM-15535,FUR-BO-10003159,195.466,2,0.15,-13.7976
2786,CA-2015-149972,2015-09-21,2015-09-23,First Class,CD-12790,FUR-CH-10004997,601.536,4,0.2,0
2787,CA-2015-149972,2015-09-21,2015-09-23,First Class,CD-12790,OFF-FA-10002763,7.9,2,0,2.528
2802,US-2015-110163,2015-11-01,2015-11-04,First Class,GA-14725,OFF-AR-10001683,7.88,1,0.2,1.773
2804,CA-2015-159380,2015-05-12,2015-05-16,Standard Class,CS-12505,OFF-PA-10003893,12.84,3,0,5.778
2805,CA-2015-159380,2015-05-12,2015-05-16,Standard Class,CS-12505,OFF-PA-10004239,25.68,6,0,11.556
2806,CA-2015-122623,2015-09-07,2015-09-11,Standard Class,CC-12145,FUR-CH-10000553,47.516,2,0.3,-2.0364
2807,CA-2015-148635,2015-07-25,2015-07-27,Second Class,MH-18025,OFF-FA-10004395,9.42,2,0,0.471
2808,CA-2015-148635,2015-07-25,2015-07-27,Second Class,MH-18025,OFF-PA-10004782,12.96,2,0,6.2208
2809,CA-2015-148635,2015-07-25,2015-07-27,Second Class,MH-18025,FUR-BO-10002213,704.9,5,0,56.392
2810,CA-2015-148635,2015-07-25,2015-07-27,Second Class,MH-18025,FUR-CH-10001854,561.568,2,0.2,28.0784
2811,CA-2015-135685,2015-11-16,2015-11-18,Second Class,MP-18175,OFF-PA-10000157,179.82,9,0,84.5154
2812,CA-2015-135685,2015-11-16,2015-11-18,Second Class,MP-18175,FUR-FU-10001185,185.58,6,0,76.0878
2813,CA-2015-135685,2015-11-16,2015-11-18,Second Class,MP-18175,FUR-TA-10001520,214.11,3,0,36.3987
2814,CA-2015-135685,2015-11-16,2015-11-18,Second Class,MP-18175,TEC-AC-10004145,999.96,4,0,229.9908
2815,CA-2015-135685,2015-11-16,2015-11-18,Second Class,MP-18175,FUR-TA-10000688,653.55,3,0,111.1035
2816,CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,OFF-BI-10001510,114.6,5,0,51.57
2817,CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,FUR-CH-10003817,60.74,1,0,15.185
2818,CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,FUR-FU-10000308,124.36,2,0,27.3592
2819,CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,OFF-ST-10003208,1088.76,6,0,315.7404
2840,US-2015-104185,2015-09-03,2015-09-08,Second Class,JB-15400,OFF-ST-10001526,120.33,1,0,31.2858
2899,US-2015-114839,2015-04-26,2015-04-30,Standard Class,PW-19240,FUR-CH-10004086,408.422,2,0.3,-5.8346
2900,CA-2015-166464,2015-09-12,2015-09-17,Standard Class,PG-18895,TEC-CO-10000971,479.984,2,0.2,59.998
2901,CA-2015-166464,2015-09-12,2015-09-17,Standard Class,PG-18895,OFF-LA-10001317,12.6,4,0,6.048
2911,CA-2015-118444,2015-11-05,2015-11-09,Standard Class,VD-21670,OFF-AP-10000576,387.136,4,0.2,24.196
2915,CA-2015-134747,2015-10-12,2015-10-17,Second Class,DL-12925,TEC-PH-10002890,135.72,3,0,35.2872
2916,CA-2015-134747,2015-10-12,2015-10-17,Second Class,DL-12925,OFF-BI-10001308,12.56,2,0,5.652
2917,CA-2015-134747,2015-10-12,2015-10-17,Second Class,DL-12925,TEC-PH-10001750,263.96,4,0,71.2692
2923,US-2015-141453,2015-11-30,2015-12-03,Second Class,DB-13270,OFF-BI-10000301,3.882,3,0.8,-5.823
2931,CA-2015-168564,2015-08-08,2015-08-08,Same Day,TT-21220,OFF-BI-10004970,6.608,2,0.2,2.2302
2932,CA-2015-168564,2015-08-08,2015-08-08,Same Day,TT-21220,OFF-BI-10002557,7.28,2,0.2,2.73
2933,CA-2015-168564,2015-08-08,2015-08-08,Same Day,TT-21220,FUR-CH-10000785,144.784,1,0.2,10.8588
2959,CA-2015-158456,2015-12-24,2015-12-29,Standard Class,KT-16465,OFF-BI-10001097,19.936,4,0.2,7.2268
2960,CA-2015-158456,2015-12-24,2015-12-29,Standard Class,KT-16465,OFF-FA-10004854,45.92,4,0,21.5824
2975,CA-2015-137512,2015-05-07,2015-05-12,Standard Class,AG-10675,FUR-TA-10001095,244.006,2,0.3,-31.3722
2976,CA-2015-137512,2015-05-07,2015-05-12,Standard Class,AG-10675,OFF-PA-10000213,15.936,4,0.2,5.3784
2980,CA-2015-139850,2015-06-12,2015-06-17,Standard Class,GB-14575,OFF-PA-10003848,20.736,4,0.2,7.2576
2981,CA-2015-139850,2015-06-12,2015-06-17,Standard Class,GB-14575,FUR-FU-10003623,43.296,2,0.2,4.3296
3003,CA-2015-130610,2015-07-05,2015-07-10,Standard Class,VP-21730,OFF-BI-10003655,19,5,0,8.93
3016,US-2015-138919,2015-09-17,2015-09-21,Standard Class,LS-16975,FUR-TA-10004154,344.22,2,0.4,-103.266
3020,CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,OFF-FA-10002701,5.04,3,0,0.2016
3021,CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,OFF-PA-10001125,92.94,3,0,41.823
3022,CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,FUR-FU-10004090,66.69,3,0,22.0077
3023,CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,OFF-BI-10001510,91.68,5,0.2,28.65
3025,CA-2015-164441,2015-11-08,2015-11-13,Standard Class,AC-10450,OFF-BI-10001922,52.272,11,0.2,17.6418
3026,CA-2015-164441,2015-11-08,2015-11-13,Standard Class,AC-10450,OFF-PA-10001667,17.94,3,0,8.073
3031,CA-2015-168480,2015-09-21,2015-09-27,Standard Class,DM-12955,FUR-BO-10000468,194.32,4,0,31.0912
3032,CA-2015-168480,2015-09-21,2015-09-27,Standard Class,DM-12955,OFF-AR-10001044,25.99,1,0,7.5371
3035,US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,TEC-AC-10003038,53.7,6,0,10.203
3036,US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,OFF-BI-10002799,36.26,7,0,16.6796
3037,US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,OFF-AR-10003582,56.3,2,0,15.764
3038,US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,OFF-PA-10004451,32.4,5,0,15.552
3039,US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,FUR-FU-10004666,29.16,2,0,10.7892
3045,CA-2015-135174,2015-04-30,2015-05-02,Second Class,BP-11230,TEC-PH-10001530,1022.97,5,0.4,-255.7425
3056,US-2015-100377,2015-08-28,2015-09-01,Standard Class,TS-21370,TEC-CO-10001046,2799.96,5,0.2,874.9875
3063,CA-2015-145184,2015-11-27,2015-11-29,First Class,JD-16150,TEC-PH-10002350,83.97,3,0,23.5116
3064,CA-2015-145184,2015-11-27,2015-11-29,First Class,JD-16150,TEC-AC-10000397,104.97,3,0,7.3479
3075,CA-2015-126137,2015-10-03,2015-10-08,Standard Class,BS-11755,FUR-BO-10004409,120.666,2,0.15,18.4548
3094,CA-2015-114468,2015-08-23,2015-08-23,Same Day,TD-20995,OFF-SU-10004231,31.68,4,0.2,2.772
3095,CA-2015-114468,2015-08-23,2015-08-23,Same Day,TD-20995,OFF-PA-10000809,10.368,2,0.2,3.6288
3096,CA-2015-114468,2015-08-23,2015-08-23,Same Day,TD-20995,OFF-FA-10003021,12.032,8,0.2,2.256
3097,CA-2015-114468,2015-08-23,2015-08-23,Same Day,TD-20995,OFF-AP-10000696,5.768,2,0.8,-13.5548
3119,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,FUR-CH-10003312,1123.92,5,0.2,-182.637
3120,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,TEC-PH-10002496,249.584,2,0.2,31.198
3121,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,FUR-FU-10003464,48.672,3,0.2,7.3008
3122,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,OFF-AR-10000380,60.768,2,0.2,7.596
3123,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,OFF-BI-10004593,78.6,5,0.7,-62.88
3124,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,OFF-BI-10001308,3.768,2,0.7,-3.14
3125,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,OFF-ST-10001780,1036.624,2,0.2,51.8312
3126,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,OFF-ST-10003816,563.808,4,0.2,21.1428
3141,CA-2015-112557,2015-04-25,2015-04-28,First Class,JL-15850,OFF-AP-10002311,206.43,3,0,90.8292
3151,CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,TEC-AC-10002049,2025.36,6,0.2,607.608
3152,CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,TEC-MA-10000418,1799.994,2,0.7,-2639.9912
3153,CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,TEC-PH-10004908,101.988,2,0.4,-16.998
3154,CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,FUR-FU-10004091,262.864,7,0.2,69.0018
3157,CA-2015-139584,2015-08-24,2015-08-28,Standard Class,EM-13810,FUR-TA-10001539,284.364,2,0.4,-75.8304
3158,CA-2015-139584,2015-08-24,2015-08-28,Standard Class,EM-13810,TEC-AC-10001266,26,2,0,11.7
3198,CA-2015-149384,2015-07-10,2015-07-10,Same Day,EH-13945,OFF-BI-10003196,3.366,3,0.7,-2.244
3220,US-2015-137008,2015-10-02,2015-10-08,Standard Class,JP-15460,OFF-PA-10001295,94.85,5,0,45.528
3221,US-2015-137008,2015-10-02,2015-10-08,Standard Class,JP-15460,OFF-EN-10002500,51.12,4,0,23.004
3222,US-2015-137008,2015-10-02,2015-10-08,Standard Class,JP-15460,TEC-AC-10000892,90,1,0,32.4
3257,CA-2015-155453,2015-08-09,2015-08-14,Standard Class,RA-19885,OFF-LA-10001613,4.608,2,0.2,1.6704
3272,CA-2015-155145,2015-12-27,2015-12-29,Second Class,KN-16450,TEC-AC-10003709,7.92,8,0,3.4848
3273,CA-2015-146038,2015-02-09,2015-02-16,Standard Class,SJ-20215,FUR-CH-10002774,203.92,5,0.2,22.941
3288,CA-2015-157770,2015-12-13,2015-12-15,First Class,RD-19585,TEC-PH-10001530,494.376,3,0.2,49.4376
3289,CA-2015-157770,2015-12-13,2015-12-15,First Class,RD-19585,OFF-BI-10000050,29.2,5,0.2,9.855
3290,CA-2015-157770,2015-12-13,2015-12-15,First Class,RD-19585,TEC-AC-10001552,248.85,5,0,27.3735
3291,CA-2015-157770,2015-12-13,2015-12-15,First Class,RD-19585,TEC-AC-10003399,36.24,1,0,15.2208
3297,US-2015-110569,2015-05-23,2015-05-30,Standard Class,EB-13870,OFF-BI-10001036,19.194,7,0.7,-12.796
3298,US-2015-110569,2015-05-23,2015-05-30,Standard Class,EB-13870,OFF-AP-10004708,121.792,4,0.2,13.7016
3305,CA-2014-104738,2014-12-30,2015-01-01,Second Class,SP-20620,OFF-EN-10004955,12.984,3,0.2,4.7067
3306,CA-2014-104738,2014-12-30,2015-01-01,Second Class,SP-20620,TEC-PH-10002468,217.584,2,0.2,19.0386
3307,CA-2014-104738,2014-12-30,2015-01-01,Second Class,SP-20620,TEC-PH-10000576,328.776,3,0.2,28.7679
3308,CA-2014-104738,2014-12-30,2015-01-01,Second Class,SP-20620,OFF-BI-10002160,2.286,3,0.8,-3.6576
3309,CA-2014-104738,2014-12-30,2015-01-01,Second Class,SP-20620,TEC-AC-10003628,47.984,2,0.2,14.3952
3310,CA-2015-144386,2015-11-05,2015-11-11,Standard Class,GT-14635,OFF-BI-10001116,25.344,6,0.2,8.8704
3318,CA-2015-165057,2015-09-11,2015-09-15,Standard Class,SC-20725,OFF-AR-10004648,181.35,9,0,48.9645
3319,CA-2015-165057,2015-09-11,2015-09-15,Standard Class,SC-20725,OFF-LA-10003190,8.64,3,0,4.2336
3323,CA-2015-120810,2015-07-23,2015-07-27,Standard Class,TH-21550,OFF-AP-10002892,68.94,3,0,20.682
3324,CA-2015-120810,2015-07-23,2015-07-27,Standard Class,TH-21550,FUR-FU-10002253,128.82,3,0,50.2398
3348,CA-2015-112014,2015-08-13,2015-08-20,Standard Class,ON-18715,OFF-AR-10003156,50.8,5,0,13.208
3361,US-2015-142020,2015-06-04,2015-06-08,Second Class,TC-21535,OFF-PA-10004569,30.44,4,0,14.3068
3362,US-2015-142020,2015-06-04,2015-06-08,Second Class,TC-21535,FUR-FU-10000672,35.28,3,0,11.9952
3363,CA-2015-139962,2015-12-13,2015-12-20,Standard Class,Dp-13240,OFF-PA-10004451,19.44,3,0,9.3312
3364,CA-2015-139962,2015-12-13,2015-12-20,Standard Class,Dp-13240,OFF-BI-10004738,37.88,2,0,18.94
3369,CA-2015-115511,2015-11-21,2015-11-25,Standard Class,NW-18400,FUR-BO-10002598,141.96,2,0,41.1684
3370,CA-2015-115511,2015-11-21,2015-11-25,Standard Class,NW-18400,OFF-BI-10002225,66.048,4,0.2,23.1168
3374,CA-2015-161718,2015-12-04,2015-12-10,Standard Class,SO-20335,FUR-FU-10002445,28.44,3,0,11.376
3375,CA-2015-161718,2015-12-04,2015-12-10,Standard Class,SO-20335,FUR-CH-10002372,364.41,5,0.1,8.098
3376,CA-2015-161718,2015-12-04,2015-12-10,Standard Class,SO-20335,TEC-PH-10000376,39.96,4,0,10.3896
3377,CA-2015-161718,2015-12-04,2015-12-10,Standard Class,SO-20335,FUR-CH-10002965,361.764,2,0.1,68.3332
3383,CA-2015-130659,2015-12-04,2015-12-09,Second Class,MS-17365,OFF-EN-10004147,17.94,3,0,8.7906
3384,CA-2015-130659,2015-12-04,2015-12-09,Second Class,MS-17365,FUR-CH-10003535,384.174,7,0.1,29.8802
3385,CA-2015-130659,2015-12-04,2015-12-09,Second Class,MS-17365,TEC-PH-10004586,1799.75,5,0,539.925
3403,CA-2015-129700,2015-05-04,2015-05-05,First Class,LA-16780,FUR-FU-10001940,22.288,7,0.6,-8.9152
3405,CA-2015-152527,2015-10-17,2015-10-17,Same Day,CM-12190,OFF-ST-10003479,77.88,2,0,3.894
3418,CA-2015-151841,2015-04-27,2015-05-02,Standard Class,TC-21475,OFF-AP-10003971,43.56,5,0.2,3.267
3419,CA-2015-151841,2015-04-27,2015-05-02,Standard Class,TC-21475,OFF-SU-10001574,5.84,2,0.2,0.73
3420,CA-2015-150791,2015-09-06,2015-09-13,Standard Class,CC-12430,FUR-CH-10000665,271.764,2,0.1,60.392
3426,CA-2015-153381,2015-09-24,2015-09-28,Standard Class,DE-13255,OFF-BI-10001525,15.24,4,0,6.858
3427,CA-2015-153381,2015-09-24,2015-09-28,Standard Class,DE-13255,FUR-CH-10000988,1408.1,10,0,394.268
3436,US-2015-100531,2015-09-27,2015-09-29,First Class,NM-18520,OFF-BI-10001670,15.08,2,0.8,-22.62
3437,US-2015-100531,2015-09-27,2015-09-29,First Class,NM-18520,FUR-FU-10003849,24.288,3,0.6,-12.7512
3441,CA-2015-144099,2015-11-29,2015-11-30,Same Day,PO-19195,OFF-BI-10001078,4.304,1,0.2,1.5602
3446,CA-2015-131779,2015-06-12,2015-06-17,Standard Class,LE-16810,OFF-ST-10001505,29.9,5,0,5.083
3454,CA-2015-153325,2015-03-01,2015-03-02,Second Class,ST-20530,OFF-BI-10004236,58.72,4,0,27.0112
3455,CA-2015-153626,2015-07-09,2015-07-14,Standard Class,EB-13870,OFF-AR-10000657,5.16,3,0.2,0.8385
3463,CA-2015-152611,2015-02-20,2015-02-23,Second Class,KA-16525,OFF-AR-10003903,286.79,7,0,74.5654
3466,US-2015-147242,2015-09-10,2015-09-14,Standard Class,EH-13765,OFF-AP-10003842,61.96,2,0,16.1096
3467,US-2015-147242,2015-09-10,2015-09-14,Standard Class,EH-13765,FUR-BO-10004695,361.96,2,0,83.2508
3468,US-2015-147242,2015-09-10,2015-09-14,Standard Class,EH-13765,OFF-PA-10003039,278.82,9,0,125.469
3470,CA-2015-100888,2015-04-06,2015-04-10,Standard Class,MH-17455,OFF-PA-10001019,47.952,3,0.2,16.1838
3489,CA-2015-157322,2015-07-02,2015-07-06,Standard Class,RH-19600,FUR-CH-10004086,408.422,2,0.3,-5.8346
